10_0.2_0.2_0.8,0.053192
10_0.2_0.4_0.2,0.0923944
10_0.2_0.4_0.4,0.0693732
10_0.2_0.4_0.6,0.0540823
10_0.2_0.4_0.8,0.0505706
10_0.2_0.6_0.2,0.0840616
10_0.2_0.6_0.4,0.0539764
10_0.2_0.6_0.6,0.0503344
10_0.2_0.6_0.8,0.0496741
10_0.2_0.8_0.2,0.0546674
10_0.2_0.8_0.4,0.0490628
10_0.2_0.8_0.6,0.0482525
10_0.2_0.8_0.8,0.0471488
10_0.4_0.2_0.2,0.0512435
10_0.4_0.2_0.4,0.0481062
10_0.4_0.2_0.6,0.0472482
10_0.4_0.2_0.8,0.0460241
10_0.4_0.4_0.2,0.0504215
10_0.4_0.4_0.4,0.0491978
10_0.4_0.4_0.6,0.0455164
10_0.4_0.4_0.8,0.0413584
10_0.4_0.6_0.2,0.0485429
10_0.4_0.6_0.4,0.0460254
10_0.4_0.6_0.6,0.0403208
10_0.4_0.6_0.8,0.03981
10_0.4_0.8_0.2,0.0470575
10_0.4_0.8_0.4,0.0392132
10_0.4_0.8_0.6,0.0377252
10_0.4_0.8_0.8,0.0363543
10_0.6_0.2_0.2,0.0484931
10_0.6_0.2_0.4,0.0463263
10_0.6_0.2_0.6,0.0441096
10_0.6_0.2_0.8,0.0392906
10_0.6_0.4_0.2,0.0471597
10_0.6_0.4_0.4,0.039838
10_0.6_0.4_0.6,0.0381833
10_0.6_0.4_0.8,0.0368164
10_0.6_0.6_0.2,0.0439468
10_0.6_0.6_0.4,0.0384222
10_0.6_0.6_0.6,0.0351665
10_0.6_0.6_0.8,0.0320883
10_0.6_0.8_0.2,0.0392441
10_0.6_0.8_0.4,0.0371979
10_0.6_0.8_0.6,0.0322758
10_0.6_0.8_0.8,0.0317244
10_0.8_0.2_0.2,0.047164
10_0.8_0.2_0.4,0.043908
10_0.8_0.2_0.6,0.0387116
10_0.8_0.2_0.8,0.0355202
10_0.8_0.4_0.2,0.0444058
10_0.8_0.4_0.4,0.0405201
10_0.8_0.4_0.6,0.0391633
10_0.8_0.4_0.8,0.0333236
10_0.8_0.6_0.2,0.039427
10_0.8_0.6_0.4,0.0362096
10_0.8_0.6_0.6,0.0351073
10_0.8_0.6_0.8,0.0323665
10_0.8_0.8_0.2,0.0378112
10_0.8_0.8_0.4,0.0322336
10_0.8_0.8_0.6,0.0308115
10_0.8_0.8_0.8,0.0316107
